Optimizer,objfname,ExecutionTime,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
WOAI,F8,1.27,-2195.93,-3080.07,-4357.81,-5460.16,-6336.75,-7086.55,-7834.83,-8021.68,-8103.12,-8179.61,-8454.06,-8721.43,-8850.75,-9156.82,-9289.36,-9502.26,-9618.65,-9754.25,-9858.89,-9883.91,-9945.61,-10151.63,-10195.12,-10282.8,-10430.31,-10485.48,-10485.86,-10510.81,-10616.53,-10624.13,-10656.31,-10688.48,-10710.57,-10729.0,-10772.55,-10824.62,-10861.25,-10891.05,-10891.06,-11004.63,-11045.2,-11092.3,-11161.66,-11168.58,-11172.5,-11178.7,-11209.25,-11214.25,-11218.64,-11219.8
WOAI,F9,1.28,437.84,264.18,93.55,6.87,0.79,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F10,1.33,20.62,11.15,4.19,1.65,0.45,0.13,0.06,0.02,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F11,1.36,610.56,25.66,2.27,1.1,0.74,0.24,0.08,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F12,1.37,556825258.95,33780.29,3.05,0.59,0.28,0.17,0.14,0.12,0.1,0.08,0.07,0.06,0.05,0.04,0.04,0.04,0.04,0.04,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
WOAI,F13,1.57,1169412308.3,361631.75,18.44,2.14,1.48,0.87,0.74,0.66,0.55,0.5,0.43,0.4,0.37,0.35,0.34,0.31,0.3,0.29,0.28,0.28,0.27,0.27,0.27,0.26,0.26,0.26,0.26,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25
WOAI,F14,1.52,133.17,64.77,26.57,11.49,9.74,9.12,8.61,8.07,7.81,7.39,7.12,6.76,6.74,6.32,6.07,5.78,5.57,5.57,5.57,5.43,5.43,5.42,5.35,5.18,5.15,5.12,5.12,4.96,4.96,4.96,4.76,4.76,4.76,4.76,4.73,4.73,4.73,4.73,4.73,4.73,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72,4.72
WOAI,F15,0.29,0.23,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAI,F16,0.14,0.77,-0.56,-0.69,-0.81,-0.87,-0.91,-0.93,-0.95,-0.97,-0.97,-0.99,-0.99,-0.99,-0.99,-0.99,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01,-1.01
WOAI,F17,0.16,2.36,1.56,1.15,1.06,0.97,0.9,0.84,0.81,0.8,0.76,0.73,0.72,0.72,0.7,0.68,0.68,0.61,0.61,0.61,0.6,0.59,0.59,0.59,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.58,0.57,0.57,0.57,0.57,0.57,0.57,0.56,0.56,0.56,0.56,0.56
WOAI,F18,0.14,83.45,30.42,19.65,18.06,14.1,12.26,11.52,10.01,9.65,8.95,8.25,8.19,6.98,6.07,5.35,5.06,4.72,4.67,4.54,4.51,4.45,4.34,4.22,4.21,4.2,4.15,4.13,4.11,4.11,4.1,4.09,4.09,4.08,4.08,4.08,4.08,4.08,4.08,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07,4.07
WOAI,F19,0.36,-3.29,-3.33,-3.41,-3.46,-3.53,-3.57,-3.59,-3.61,-3.61,-3.62,-3.62,-3.64,-3.65,-3.65,-3.65,-3.67,-3.67,-3.67,-3.67,-3.69,-3.7,-3.7,-3.7,-3.7,-3.7,-3.71,-3.71,-3.71,-3.72,-3.72,-3.72,-3.72,-3.72,-3.72,-3.73,-3.73,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74,-3.74
WOAAC,F1,1.32,69143.75,28285.24,9393.93,2955.84,646.61,159.97,32.66,6.33,2.25,1.7,0.46,0.27,0.24,0.24,0.11,0.11,0.11,0.07,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAAC,F2,1.43,2604257750259.56,75907325.2,60.64,18.55,8.1,3.68,1.64,0.6,0.25,0.12,0.07,0.04,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAAC,F3,1.74,136718.99,99134.69,57609.05,31378.0,13620.25,8831.29,6835.09,6543.84,6389.7,5855.06,5333.22,5145.66,5124.73,4807.18,4792.22,4792.22,4617.02,3576.96,3345.29,3323.23,3163.4,3120.4,3027.59,2950.47,2658.67,2587.35,2533.03,2508.75,2508.75,2482.45,2471.27,2088.85,1619.77,1619.77,1610.52,1535.85,1502.65,1502.65,1492.41,1492.41,1492.41,1486.16,1483.96,1483.96,1362.58,1340.4,1335.79,1335.79,1316.82,1107.04
WOAAC,F4,1.26,87.37,58.86,36.74,22.24,11.54,6.97,5.08,2.73,1.59,1.17,0.76,0.61,0.45,0.38,0.35,0.3,0.21,0.18,0.17,0.15,0.13,0.1,0.09,0.09,0.09,0.08,0.08,0.08,0.08,0.06,0.06,0.05,0.05,0.05,0.05,0.05,0.04,0.04,0.04,0.04,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
WOAAC,F5,1.12,256943570.16,48674379.52,7391818.2,805565.3,62151.7,7560.46,1212.44,322.44,132.56,54.93,43.2,38.68,33.57,31.96,30.7,29.23,29.21,28.62,28.44,28.05,28.03,27.21,27.21,27.18,25.64,23.37,22.52,21.55,20.61,19.76,19.76,18.26,18.26,17.45,17.45,16.84,16.83,16.25,14.75,14.75,13.8,13.69,13.52,13.26,12.37,12.37,11.43,11.43,10.79,10.77
WOAAC,F6,1.1,65483.19,25252.26,9315.5,2605.85,509.43,137.83,44.05,8.99,5.69,4.88,4.32,3.85,3.79,3.54,3.34,3.31,3.05,2.67,2.41,2.34,2.28,2.2,1.95,1.74,1.72,1.64,1.46,1.43,1.43,1.33,1.25,1.24,1.17,1.14,1.04,0.89,0.89,0.88,0.79,0.78,0.76,0.74,0.7,0.69,0.67,0.64,0.64,0.63,0.58,0.57
WOAAC,F7,1.11,116.33,24.22,4.32,0.73,0.14,0.08,0.05,0.04,0.04,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02
WOAAC,F8,1.1,-2333.31,-3569.16,-4738.19,-5689.42,-6731.94,-6775.43,-7197.48,-8032.92,-8401.92,-8708.71,-8780.55,-9063.05,-9175.79,-9332.68,-9360.13,-9493.62,-9523.93,-9526.39,-9526.39,-9526.39,-9526.39,-9526.39,-9526.39,-9529.64,-9529.64,-9529.64,-9530.33,-9609.19,-9609.19,-9614.54,-9617.25,-9624.81,-9624.81,-9624.81,-9627.42,-9627.42,-9652.72,-9652.72,-9652.72,-9652.84,-9677.79,-9683.16,-9683.16,-9683.16,-9684.66,-9689.52,-9689.52,-9689.52,-9717.85,-9724.63
WOAAC,F9,1.08,446.0,356.51,283.92,166.94,71.34,35.27,9.47,3.74,2.15,0.73,0.36,0.34,0.31,0.3,0.29,0.1,0.09,0.08,0.08,0.05,0.05,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAAC,F10,1.13,20.66,18.68,15.45,10.3,5.75,3.34,1.19,0.55,0.22,0.11,0.09,0.05,0.05,0.04,0.03,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAAC,F11,1.17,628.28,258.13,92.56,22.12,5.35,2.1,1.07,0.78,0.59,0.48,0.38,0.28,0.2,0.16,0.15,0.13,0.12,0.11,0.07,0.06,0.05,0.03,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01
WOAAC,F12,1.2,578519255.57,68394714.03,3196590.75,74187.39,10.55,3.39,1.3,0.79,0.68,0.63,0.59,0.56,0.54,0.53,0.51,0.46,0.39,0.35,0.33,0.29,0.24,0.22,0.22,0.21,0.18,0.16,0.15,0.14,0.13,0.13,0.13,0.12,0.12,0.11,0.11,0.1,0.1,0.1,0.1,0.09,0.08,0.08,0.06,0.06,0.04,0.03,0.03,0.03,0.03,0.03
WOAAC,F13,1.2,1118646610.55,153574334.38,13283682.0,673344.44,3177.04,10.79,3.5,2.09,1.61,1.51,1.44,1.39,1.29,1.24,1.08,1.05,0.99,0.91,0.82,0.76,0.74,0.7,0.61,0.59,0.53,0.47,0.46,0.44,0.42,0.39,0.37,0.36,0.34,0.33,0.33,0.3,0.29,0.29,0.27,0.27,0.24,0.23,0.21,0.2,0.19,0.19,0.17,0.17,0.17,0.15
WOAAC,F14,1.08,126.0,54.89,18.26,10.63,8.81,8.35,8.16,7.78,7.15,6.99,6.96,6.85,6.73,6.54,6.49,6.49,6.3,6.28,6.08,5.79,5.75,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.74,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.62,5.46,5.46,5.46,5.46,5.46
WOAAC,F15,0.23,0.27,0.08,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
WOAAC,F16,0.1,0.37,-0.61,-0.8,-0.9,-0.92,-0.95,-0.95,-0.95,-0.95,-0.95,-0.96,-0.96,-0.96,-0.96,-0.96,-0.96,-0.96,-0.97,-0.97,-0.97,-0.97,-0.97,-0.97,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.98,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-1.0,-1.0,-1.0,-1.0
WOAAC,F17,0.1,2.58,1.93,1.79,1.41,1.33,1.27,1.26,1.25,1.2,1.2,1.2,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.19,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.18,1.17,1.17,1.17,1.17,1.17,1.17,1.17
WOAAC,F18,0.11,81.67,29.17,18.73,15.58,14.95,14.72,13.02,12.99,12.98,12.98,12.92,12.92,12.62,12.55,12.55,12.53,12.33,12.29,12.02,12.02,11.87,11.87,11.87,11.87,11.87,11.87,11.87,11.77,11.77,11.77,11.77,11.77,11.75,11.64,11.64,11.64,11.57,11.57,11.57,11.5,11.49,11.45,11.42,11.4,11.4,11.32,11.32,11.28,11.28,11.28
WOAAC,F19,0.26,-3.31,-3.48,-3.52,-3.53,-3.54,-3.55,-3.55,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.56,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57,-3.57
WOAC,F1,1.05,67419.23,60686.85,48634.44,36157.84,27265.85,19906.16,14947.0,11529.09,8896.76,6505.44,5031.36,3682.21,2664.32,2271.57,1706.47,1224.92,947.04,672.54,422.53,305.69,242.38,154.16,94.58,62.01,39.21,27.98,16.47,11.51,5.6,3.81,2.13,1.25,0.81,0.44,0.26,0.16,0.08,0.06,0.04,0.02,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAC,F2,1.07,7753412625019.69,159518394206.11,12157568551.21,338808025.12,9035409.08,14173.89,130.95,122.66,37.79,29.5,22.66,18.33,14.79,12.4,10.24,8.43,6.68,5.42,4.51,3.73,2.99,2.45,1.72,1.36,1.09,0.81,0.59,0.44,0.34,0.26,0.2,0.13,0.11,0.08,0.06,0.05,0.03,0.03,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0
WOAC,F3,1.32,137543.84,133014.48,123302.83,118396.16,117306.23,116827.69,116245.04,115877.96,115669.61,115539.8,115269.96,114883.98,114614.77,114090.71,113767.03,113512.22,113340.81,113144.19,112612.34,112249.81,112090.97,111771.23,111017.65,110628.6,110099.21,109809.6,109581.14,109321.05,109046.6,108649.72,107323.84,106695.67,106083.12,105166.0,104909.21,104613.8,104358.88,103995.4,103669.38,103258.86,103060.42,102325.69,101988.42,101665.11,101429.19,101131.7,100911.64,100691.08,100417.65,100152.26
WOAC,F4,1.04,87.33,85.81,83.91,81.1,80.01,78.99,78.52,77.49,76.64,75.08,74.56,73.11,72.37,70.9,70.28,69.46,68.98,68.78,68.6,68.39,68.36,68.09,67.59,67.39,67.17,66.91,66.68,65.85,65.81,65.62,65.51,65.34,65.29,65.28,65.26,65.16,65.05,64.97,64.86,64.86,64.75,64.74,64.72,64.72,64.72,64.72,64.71,64.71,64.71,64.71
WOAC,F5,1.06,255758189.6,230945557.68,183439927.64,112750362.64,72407768.23,46931896.0,31952404.62,21224399.55,14238664.4,9020546.7,5263280.15,3144995.42,2068340.08,1255265.48,880065.68,646148.39,459428.26,244630.85,124180.35,83204.12,42847.34,30579.03,19801.59,13058.74,6321.22,2044.89,1001.94,551.93,322.38,195.21,117.24,72.94,53.19,43.26,39.2,34.76,32.72,30.96,30.39,29.81,29.55,29.23,29.09,29.01,28.97,28.93,28.91,28.9,28.88,28.88
WOAC,F6,1.05,66718.42,62135.48,50941.51,39566.57,29783.14,24798.25,17992.46,12637.31,9721.73,7783.93,5641.17,3878.3,2963.56,2117.12,1442.16,1075.25,820.33,620.92,449.38,323.43,197.61,134.85,85.98,60.59,33.59,19.64,12.64,8.87,6.66,4.8,3.58,2.96,2.74,2.56,2.42,2.36,2.29,2.26,2.24,2.23,2.22,2.22,2.21,2.21,2.2,2.2,2.2,2.2,2.19,2.19
WOAC,F7,1.04,120.67,105.65,78.83,52.97,36.25,27.59,20.97,14.83,10.94,7.72,5.84,4.24,3.34,2.57,1.69,1.27,0.87,0.76,0.63,0.45,0.3,0.23,0.19,0.16,0.15,0.14,0.13,0.12,0.11,0.11,0.11,0.1,0.1,0.09,0.08,0.08,0.08,0.08,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
WOAC,F8,1.05,-2093.98,-3310.31,-4606.13,-5445.22,-5913.39,-6641.67,-7298.96,-7440.2,-7611.75,-7701.7,-7734.59,-7861.54,-7903.5,-8018.58,-8080.74,-8103.27,-8118.16,-8147.31,-8291.42,-8332.48,-8375.61,-8393.67,-8415.02,-8439.64,-8463.45,-8490.26,-8501.55,-8538.21,-8583.17,-8611.87,-8620.83,-8632.95,-8640.08,-8649.31,-8660.28,-8661.7,-8663.73,-8666.57,-8668.38,-8670.4,-8671.85,-8674.6,-8675.26,-8676.9,-8679.55,-8679.98,-8680.94,-8681.46,-8682.02,-8682.34
WOAC,F9,1.04,444.92,424.22,404.0,381.13,363.51,347.5,321.28,305.7,294.76,284.55,278.44,268.4,254.85,247.7,232.96,218.2,192.07,183.34,168.39,159.62,146.59,134.27,125.66,112.4,97.34,81.26,70.21,61.09,53.68,44.93,41.96,40.96,38.76,37.31,36.9,36.22,35.75,35.46,35.14,33.72,33.12,32.82,31.69,31.39,31.21,31.11,31.08,31.04,31.03,31.01
WOAC,F10,1.11,20.66,20.39,19.6,18.73,17.77,16.56,15.72,14.79,13.7,12.6,11.75,10.6,9.64,9.07,8.19,7.42,6.61,5.96,5.02,4.35,3.78,3.28,2.77,2.24,1.75,1.36,1.02,0.77,0.6,0.48,0.37,0.27,0.17,0.13,0.09,0.06,0.05,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0
WOAC,F11,1.12,610.08,552.49,421.21,332.68,238.98,188.37,138.32,93.33,69.63,56.2,45.2,32.53,23.28,16.86,11.05,8.1,6.34,4.99,3.91,2.92,2.26,1.89,1.55,1.38,1.23,1.09,0.99,0.93,0.88,0.8,0.72,0.62,0.54,0.47,0.4,0.34,0.28,0.25,0.23,0.19,0.19,0.18,0.17,0.17,0.17,0.17,0.17,0.17,0.16,0.16
WOAC,F12,1.15,572368835.94,523962644.39,362223191.68,208476244.92,128784345.44,77471420.39,58409991.44,38251997.78,23458542.9,12790907.78,7813490.15,4392043.27,2990299.54,1499266.21,740191.63,367587.02,175301.04,119950.17,73437.12,59723.09,39483.26,16562.27,3750.92,2459.83,458.41,250.36,144.25,73.46,6.48,3.46,2.79,1.72,1.22,1.01,0.88,0.71,0.64,0.56,0.5,0.48,0.44,0.44,0.43,0.43,0.43,0.43,0.42,0.42,0.42,0.42
WOAC,F13,1.17,1031036857.47,869149660.7,654910113.42,416520334.71,291229594.15,188281208.95,105292900.92,56063921.52,37431109.4,20685362.66,13143105.11,8870825.06,6656747.34,3154213.46,901854.6,395618.04,219917.61,98402.65,75209.55,43402.96,15144.21,9965.1,7795.7,3183.53,1137.84,310.08,74.17,9.6,5.56,4.09,3.01,2.55,2.1,1.95,1.63,1.5,1.41,1.37,1.33,1.31,1.28,1.27,1.26,1.26,1.25,1.25,1.25,1.25,1.25,1.25
WOAC,F14,1.09,155.66,45.35,23.9,12.93,11.18,10.92,10.08,9.86,9.49,8.71,7.94,7.57,7.56,7.29,7.05,6.9,6.68,6.63,6.62,6.28,6.27,6.27,6.07,6.03,6.03,6.01,6.01,6.01,6.01,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.69,5.53,5.52,5.52,5.52,5.21,5.21
WOAC,F15,0.23,0.22,0.06,0.04,0.04,0.03,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WOAC,F16,0.09,1.03,-0.21,-0.45,-0.66,-0.76,-0.81,-0.85,-0.9,-0.92,-0.93,-0.95,-0.97,-0.99,-0.99,-1.0,-1.0,-1.02,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03,-1.03
WOAC,F17,0.1,3.06,1.87,1.35,0.97,0.85,0.78,0.73,0.72,0.7,0.68,0.66,0.55,0.54,0.53,0.52,0.52,0.51,0.51,0.5,0.5,0.49,0.47,0.43,0.42,0.42,0.42,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.41,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4
WOAC,F18,0.11,67.59,28.56,19.27,18.24,16.23,14.52,12.35,10.04,9.39,8.64,7.71,7.32,7.02,6.98,6.9,6.89,6.86,6.82,6.81,6.81,6.8,6.8,6.79,6.79,6.79,6.79,6.79,6.79,6.79,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78,6.78
WOAC,F19,0.25,-3.3,-3.55,-3.63,-3.68,-3.71,-3.73,-3.74,-3.75,-3.75,-3.76,-3.77,-3.77,-3.77,-3.77,-3.77,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.78,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79,-3.79
